book,projection_id,graded_at,actual,maps_played,result_open,result_current,source
prizepicks,15200492,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15200493,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15200495,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15200496,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15200497,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15200498,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15200499,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15200500,2026-09-26T01:03:32+00:00,0.0,2,void,void,player_games
prizepicks,15212932,2026-09-26T01:03:32+00:00,24.0,2,over,over,player_games
prizepicks,15212935,2026-09-26T01:03:32+00:00,21.0,2,over,over,player_games
prizepicks,15212924,2026-09-26T01:03:32+00:00,16.0,2,over,over,player_games
prizepicks,15212931,2026-09-26T01:03:32+00:00,24.0,2,over,over,player_games
prizepicks,15212934,2026-09-26T01:03:32+00:00,21.0,2,over,over,player_games
prizepicks,15212933,2026-09-26T01:03:32+00:00,24.0,2,over,over,player_games
prizepicks,15212936,2026-09-26T01:03:32+00:00,21.0,2,over,over,player_games
prizepicks,15212922,2026-09-26T01:03:32+00:00,13.0,2,under,under,player_games
prizepicks,15212923,2026-09-26T01:03:32+00:00,15.0,2,over,over,player_games
prizepicks,15212905,2026-09-26T01:03:32+00:00,10.0,2,under,under,player_games
prizepicks,15212907,2026-09-26T01:03:32+00:00,7.0,2,under,under,player_games
prizepicks,15212904,2026-09-26T01:03:32+00:00,5.0,2,under,under,player_games
prizepicks,15212906,2026-09-26T01:03:32+00:00,5.0,2,under,under,player_games
prizepicks,15212960,2026-09-26T01:03:32+00:00,18.0,2,over,over,player_games
prizepicks,15212974,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15212997,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15212959,2026-09-26T01:03:32+00:00,18.0,2,over,over,player_games
prizepicks,15212973,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15212996,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15212961,2026-09-26T01:03:32+00:00,18.0,2,over,over,player_games
prizepicks,15212975,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15212992,2026-09-26T01:03:32+00:00,16.0,2,over,over,player_games
prizepicks,15212998,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15212991,2026-09-26T01:03:32+00:00,16.0,2,over,over,player_games
prizepicks,15212993,2026-09-26T01:03:32+00:00,16.0,2,over,over,player_games
prizepicks,15212958,2026-09-26T01:03:32+00:00,8.0,2,over,over,player_games
prizepicks,15215017,2026-09-26T01:03:32+00:00,17.0,2,under,under,player_games
prizepicks,15215022,2026-09-26T01:03:32+00:00,10.0,2,under,under,player_games
prizepicks,15215018,2026-09-26T01:03:32+00:00,28.0,2,under,under,player_games
prizepicks,15215019,2026-09-26T01:03:32+00:00,45.0,2,over,over,player_games
prizepicks,15215024,2026-09-26T01:03:32+00:00,24.0,2,over,over,player_games
prizepicks,15215020,2026-09-26T01:03:32+00:00,34.0,2,over,over,player_games
prizepicks,15215025,2026-09-26T01:03:32+00:00,19.0,2,over,over,player_games
prizepicks,15215272,2026-09-26T01:03:32+00:00,31.0,2,over,over,player_games
prizepicks,15215280,2026-09-26T01:03:32+00:00,14.0,2,under,under,player_games
prizepicks,15215273,2026-09-26T01:03:32+00:00,26.0,2,under,under,player_games
prizepicks,15215281,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15215274,2026-09-26T01:03:32+00:00,35.0,2,over,over,player_games
prizepicks,15215282,2026-09-26T01:03:32+00:00,12.0,2,under,under,player_games
prizepicks,15215275,2026-09-26T01:03:32+00:00,23.0,2,under,under,player_games
prizepicks,15215283,2026-09-26T01:03:32+00:00,15.0,2,under,under,player_games
